target_id,regression_order,role,quantity,value,unit,species,solvent,T_K,P_bar,composition_basis,composition_value,basis,source_classification,source_id,source_locator,source_row,underlying_reference,extraction,source_sha256,uncertainty_value,uncertainty_unit,uncertainty_meaning,tracer_status
figiel2025-hamer-licl-028,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,2.33,1,LiCl,water,298.15,1,formula-unit molality,5.5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 29,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-029,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,2.73,1,LiCl,water,298.15,1,formula-unit molality,6,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 30,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-030,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.965,1,NaCl,water,298.15,1,formula-unit molality,0.001,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 31,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-031,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.952,1,NaCl,water,298.15,1,formula-unit molality,0.002,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 32,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-032,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.928,1,NaCl,water,298.15,1,formula-unit molality,0.005,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 33,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-033,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.903,1,NaCl,water,298.15,1,formula-unit molality,0.01,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 34,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-034,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.872,1,NaCl,water,298.15,1,formula-unit molality,0.02,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 35,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-035,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.822,1,NaCl,water,298.15,1,formula-unit molality,0.05,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 36,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-036,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.779,1,NaCl,water,298.15,1,formula-unit molality,0.1,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 37,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-037,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.734,1,NaCl,water,298.15,1,formula-unit molality,0.2,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 38,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-038,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.709,1,NaCl,water,298.15,1,formula-unit molality,0.3,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 39,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-039,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.693,1,NaCl,water,298.15,1,formula-unit molality,0.4,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 40,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-040,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.681,1,NaCl,water,298.15,1,formula-unit molality,0.5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 41,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-041,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.673,1,NaCl,water,298.15,1,formula-unit molality,0.6,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 42,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-042,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.667,1,NaCl,water,298.15,1,formula-unit molality,0.7,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 43,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-043,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.662,1,NaCl,water,298.15,1,formula-unit molality,0.8,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 44,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-044,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.659,1,NaCl,water,298.15,1,formula-unit molality,0.9,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 45,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-045,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.657,1,NaCl,water,298.15,1,formula-unit molality,1,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 46,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-046,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.655,1,NaCl,water,298.15,1,formula-unit molality,1.2,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 47,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-047,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.656,1,NaCl,water,298.15,1,formula-unit molality,1.4,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 48,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-048,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.658,1,NaCl,water,298.15,1,formula-unit molality,1.6,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 49,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-049,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.662,1,NaCl,water,298.15,1,formula-unit molality,1.8,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 50,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-050,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.668,1,NaCl,water,298.15,1,formula-unit molality,2,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 51,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-051,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.688,1,NaCl,water,298.15,1,formula-unit molality,2.5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 52,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-052,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.714,1,NaCl,water,298.15,1,formula-unit molality,3,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 53,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-053,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.746,1,NaCl,water,298.15,1,formula-unit molality,3.5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 54,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-054,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.783,1,NaCl,water,298.15,1,formula-unit molality,4,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 55,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-055,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.826,1,NaCl,water,298.15,1,formula-unit molality,4.5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 56,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-056,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.874,1,NaCl,water,298.15,1,formula-unit molality,5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 57,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-057,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.928,1,NaCl,water,298.15,1,formula-unit molality,5.5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 58,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-nacl-058,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.986,1,NaCl,water,298.15,1,formula-unit molality,6,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 16; retained Validation source packet",retained CSV row 59,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-059,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.965,1,KCl,water,298.15,1,formula-unit molality,0.001,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 60,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-060,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.951,1,KCl,water,298.15,1,formula-unit molality,0.002,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 61,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-061,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.927,1,KCl,water,298.15,1,formula-unit molality,0.005,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 62,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-062,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.901,1,KCl,water,298.15,1,formula-unit molality,0.01,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 63,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-063,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.869,1,KCl,water,298.15,1,formula-unit molality,0.02,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 64,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-064,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.816,1,KCl,water,298.15,1,formula-unit molality,0.05,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 65,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-065,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.768,1,KCl,water,298.15,1,formula-unit molality,0.1,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 66,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-066,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.717,1,KCl,water,298.15,1,formula-unit molality,0.2,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 67,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-067,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.687,1,KCl,water,298.15,1,formula-unit molality,0.3,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 68,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-068,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.665,1,KCl,water,298.15,1,formula-unit molality,0.4,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 69,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-069,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.649,1,KCl,water,298.15,1,formula-unit molality,0.5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 70,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-070,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.636,1,KCl,water,298.15,1,formula-unit molality,0.6,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 71,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-kcl-071,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.626,1,KCl,water,298.15,1,formula-unit molality,0.7,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 28; retained Validation source packet",retained CSV row 72,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
