salt,observable,molality_mol_kg,literature_value,model_value,residual,relative_abs_error_percent,source_subset_status,exact_table8_row,artifact_status,solver_status,numerical_status,physical_status,blocker,parameter_fingerprint
LiBr,gamma_pm_m,0.4,0.752,0.7816864933961202,0.029686493396120173,3.9476719941649168,EXACT_HAMER_WU_SUBSET,true,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,osmotic_coefficient,0.5,0.97,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,gamma_pm_m,0.5,0.754,0.7921318749779781,0.0381318749779781,5.0572778485382095,EXACT_HAMER_WU_SUBSET,true,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,osmotic_coefficient,0.6,0.982,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,gamma_pm_m,0.6,0.759,0.8055681240512128,0.0465681240512128,6.135457714257286,EXACT_HAMER_WU_SUBSET,true,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,osmotic_coefficient,0.7,0.994,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,gamma_pm_m,0.7,0.767,0.8211270152339617,0.054127015233961684,7.0569772143365945,EXACT_HAMER_WU_SUBSET,true,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,osmotic_coefficient,0.8,1.007,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,gamma_pm_m,0.8,0.778,0.8383014209204087,0.06030142092040869,7.7508253111065155,EXACT_HAMER_WU_SUBSET,true,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,osmotic_coefficient,0.9,1.021,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,gamma_pm_m,0.9,0.789,0.856774226610202,0.06777422661020194,8.589889304208103,EXACT_HAMER_WU_SUBSET,true,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,osmotic_coefficient,1.0,1.035,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,gamma_pm_m,1.0,0.803,0.8763372655514449,0.07333726555144482,9.132909782247175,EXACT_HAMER_WU_SUBSET,true,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,osmotic_coefficient,1.2,1.064,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,gamma_pm_m,1.2,0.834,0.9182106683936351,0.08421066839363511,10.09720244527999,EXACT_HAMER_WU_SUBSET,true,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,osmotic_coefficient,1.4,1.095,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,gamma_pm_m,1.4,0.871,0.9632235326375153,0.09222353263751526,10.588235664467884,EXACT_HAMER_WU_SUBSET,true,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,osmotic_coefficient,1.6,1.127,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,gamma_pm_m,1.6,0.913,1.0110210506054638,0.09802105060546373,10.736150121080366,EXACT_HAMER_WU_SUBSET,true,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,osmotic_coefficient,1.8,1.16,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,gamma_pm_m,1.8,0.96,1.0614228609975893,0.10142286099758935,10.564881353915558,EXACT_HAMER_WU_SUBSET,true,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,osmotic_coefficient,2.0,1.195,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,gamma_pm_m,2.0,1.012,1.1143456333655983,0.10234563336559832,10.113204878023549,EXACT_HAMER_WU_SUBSET,true,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,osmotic_coefficient,2.5,1.284,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,gamma_pm_m,2.5,1.166,1.257600711285911,0.09160071128591118,7.855978669460651,EXACT_HAMER_WU_SUBSET,true,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,osmotic_coefficient,3.0,1.377,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiBr,gamma_pm_m,3.0,1.359,1.4169261768916317,0.05792617689163171,4.262411838972164,EXACT_HAMER_WU_SUBSET,true,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:1258d8f76ddb4300d4983e70a2efa107b5cdc468748fe8760a04f82c4de38668
LiI,osmotic_coefficient,0.001,0.989,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,0.001,0.966,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,0.002,0.985,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,0.002,0.953,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,0.005,0.978,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,0.005,0.93,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,0.01,0.971,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,0.01,0.908,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,0.02,0.964,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,0.02,0.882,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,0.05,0.956,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,0.05,0.843,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,0.1,0.956,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,0.1,0.817,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,0.2,0.965,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,0.2,0.802,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,0.3,0.978,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,0.3,0.803,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,0.4,0.993,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,0.4,0.811,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,0.5,1.008,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,0.5,0.824,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,0.6,1.023,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,0.6,0.838,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,0.7,1.037,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,0.7,0.855,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,0.8,1.052,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,0.8,0.872,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,0.9,1.067,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,0.9,0.892,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,1.0,1.082,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,1.0,0.912,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,1.2,1.112,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,1.2,0.957,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,1.4,1.143,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,1.4,1.007,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,1.6,1.176,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,1.6,1.063,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,1.8,1.211,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,1.8,1.126,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,2.0,1.249,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,2.0,1.197,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,2.5,1.353,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,2.5,1.42,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
LiI,osmotic_coefficient,3.0,1.471,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,
LiI,gamma_pm_m,3.0,1.722,,,,EXACT_HAMER_WU_SUBSET,true,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider catalog lacks iodide component and required parameters,
NaCl,osmotic_coefficient,0.001,0.988,,,,UNRESOLVED_MULTI_SOURCE,false,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:7c637771bc9f717b8f47b44bb2a61044c3fe83084dca7c3c16102fba0989912d
NaCl,gamma_pm_m,0.001,0.965,0.9648872164599778,-0.00011278354002219881,0.011687413473802987,UNRESOLVED_COUNT_MISMATCH,false,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:7c637771bc9f717b8f47b44bb2a61044c3fe83084dca7c3c16102fba0989912d
NaCl,osmotic_coefficient,0.002,0.984,,,,UNRESOLVED_MULTI_SOURCE,false,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:7c637771bc9f717b8f47b44bb2a61044c3fe83084dca7c3c16102fba0989912d
NaCl,gamma_pm_m,0.002,0.952,0.9515624730664968,-0.00043752693350318506,0.045958711502435405,UNRESOLVED_COUNT_MISMATCH,false,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:7c637771bc9f717b8f47b44bb2a61044c3fe83084dca7c3c16102fba0989912d
NaCl,osmotic_coefficient,0.005,0.976,,,,UNRESOLVED_MULTI_SOURCE,false,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:7c637771bc9f717b8f47b44bb2a61044c3fe83084dca7c3c16102fba0989912d
NaCl,gamma_pm_m,0.005,0.928,0.9270250421070935,-0.0009749578929065805,0.10506011777010565,UNRESOLVED_COUNT_MISMATCH,false,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:7c637771bc9f717b8f47b44bb2a61044c3fe83084dca7c3c16102fba0989912d
NaCl,osmotic_coefficient,0.01,0.968,,,,UNRESOLVED_MULTI_SOURCE,false,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:7c637771bc9f717b8f47b44bb2a61044c3fe83084dca7c3c16102fba0989912d
NaCl,gamma_pm_m,0.01,0.903,0.9021139547234809,-0.0008860452765191429,0.09812240050045878,UNRESOLVED_COUNT_MISMATCH,false,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:7c637771bc9f717b8f47b44bb2a61044c3fe83084dca7c3c16102fba0989912d
NaCl,osmotic_coefficient,0.02,0.959,,,,UNRESOLVED_MULTI_SOURCE,false,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:7c637771bc9f717b8f47b44bb2a61044c3fe83084dca7c3c16102fba0989912d
NaCl,gamma_pm_m,0.02,0.872,0.8712123859606195,-0.0007876140393805464,0.09032271093813606,UNRESOLVED_COUNT_MISMATCH,false,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:7c637771bc9f717b8f47b44bb2a61044c3fe83084dca7c3c16102fba0989912d
NaCl,osmotic_coefficient,0.05,0.944,,,,UNRESOLVED_MULTI_SOURCE,false,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:7c637771bc9f717b8f47b44bb2a61044c3fe83084dca7c3c16102fba0989912d
NaCl,gamma_pm_m,0.05,0.822,0.8221607948781595,0.00016079487815956472,0.019561420700676974,UNRESOLVED_COUNT_MISMATCH,false,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:7c637771bc9f717b8f47b44bb2a61044c3fe83084dca7c3c16102fba0989912d
NaCl,osmotic_coefficient,0.1,0.933,,,,UNRESOLVED_MULTI_SOURCE,false,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:7c637771bc9f717b8f47b44bb2a61044c3fe83084dca7c3c16102fba0989912d
NaCl,gamma_pm_m,0.1,0.779,0.7818241576039208,0.0028241576039207406,0.36253627778186653,UNRESOLVED_COUNT_MISMATCH,false,EVALUATED,NOT_ADJUDICATED_PUBLIC_API_EXPOSES_NO_POINT_SOLVER_DIAGNOSTIC,FINITE_OUTPUT_ONLY_NO_CONVERGENCE_CERTIFICATE,PASS_WITH_REPORTED_DOMAIN_PRESSURE_EXTRAPOLATION,,sha256:7c637771bc9f717b8f47b44bb2a61044c3fe83084dca7c3c16102fba0989912d
NaCl,osmotic_coefficient,0.2,0.924,,,,UNRESOLVED_MULTI_SOURCE,false,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,installed Provider exposes no public osmotic-coefficient observable,sha256:7c637771bc9f717b8f47b44bb2a61044c3fe83084dca7c3c16102fba0989912d
